# Program:featureCounts v2.0.0; Command:"/Volumes/userdata/staff_users/michaelblack/bin/featureCounts" "-a" "../Genome/Saccharomyces_cerevisiae.R64-1-1.99.gtf" "-o" "yeast_counts_all_chr.txt" "../STAR/SRR014335-Aligned.out.sam" "../STAR/SRR014336-Aligned.out.sam" "../STAR/SRR014337-Aligned.out.sam" "../STAR/SRR014339-Aligned.out.sam" "../STAR/SRR014340-Aligned.out.sam" "../STAR/SRR014341-Aligned.out.sam" 
Geneid	Chr	Start	End	Strand	Length	../STAR/SRR014335-Aligned.out.sam	../STAR/SRR014336-Aligned.out.sam	../STAR/SRR014337-Aligned.out.sam	../STAR/SRR014339-Aligned.out.sam	../STAR/SRR014340-Aligned.out.sam	../STAR/SRR014341-Aligned.out.sam
YJL041W	X	365903	368373	+	2471	686	683	682	554	608	581
YJL039C	X	368748	373799	-	5052	1107	1075	1127	1130	1153	1091
tD(GUC)J3	X	374424	374495	-	72	2	0	0	0	0	0
tR(UCU)J2	X	374506	374577	-	72	0	0	0	0	0	0
YJL038C	X	375115	375774	-	660	44	44	47	173	176	143
YJL037W	X	376662	377336	+	675	48	28	31	162	157	153
tV(AAC)J	X	378360	378433	+	74	0	0	0	1	1	0
YJL036W	X	378825	380096	+	1272	211	184	190	351	367	370
YJL035C	X	380249	381001	-	753	120	118	120	231	284	236
YJL034W	X	381327	383375	+	2049	4722	4787	4571	4187	4229	4051
YJL033W	X	383837	386149	+	2313	26	28	47	352	353	336
YJL032W	X	386348	386662	+	315	0	0	0	2	1	1
YJL031C	X;X	386368;387436	387348;387438	-;-	984	97	81	89	271	219	237
YJL030W	X	387657	388247	+	591	94	112	92	243	284	237
YJL029C	X	388385	390853	-	2469	449	432	403	534	538	502
tM(CAU)J1	X	391043	391115	-	73	0	0	0	4	1	1
YJL028W	X	391311	391646	+	336	4	3	2	24	8	23
YJL027C	X	391833	392249	-	417	17	16	22	23	28	22
YJL026W	X	392404	393603	+	1200	1577	1566	1523	1387	1465	1317
YJL026C-A	X	393066	393287	-	222	0	0	0	0	0	0
YJL025W	X	393967	395511	+	1545	117	103	113	189	182	192
YJL024C	X;X	395931;396571	396493;396592	-;-	585	107	106	114	253	251	255
tG(GCC)J1	X	396726	396796	-	71	0	0	0	0	0	0
YJL023C	X	397355	398398	-	1044	83	88	82	190	209	199
YJL022W	X	398109	398417	+	309	0	0	1	3	0	2
YJL020C	X	398937	402410	-	3474	2551	2474	2313	1404	1370	1323
YJL020W-A	X	400981	401238	+	258	0	0	0	0	0	0
YJL019W	X	402897	404945	+	2049	487	448	449	482	482	479
YJL016W	X	405588	407273	+	1686	838	885	839	556	608	575
YJL015C	X	407142	407426	-	285	13	9	19	6	12	11
YJL014W	X	407558	409162	+	1605	937	939	919	1031	1038	920
YJL013C	X	409493	411040	-	1548	132	114	133	238	232	265
YJL012C	X	411234	413399	-	2166	692	718	764	606	635	582
YJL011C	X	414285	414770	-	486	52	50	32	147	155	164
tK(CUU)J	X	414966	415038	+	73	0	0	1	3	2	2
tW(CCA)J	X;X	415931;416001	415966;416036	-;-	72	2	0	0	1	0	0
YJL010C	X	417562	419562	-	2001	83	87	77	244	236	272
YJL009W	X	419855	420181	+	327	32	26	27	30	40	39
YJL008C	X	419957	421663	-	1707	1108	1071	1128	967	1073	1007
YJL007C	X	422698	423012	-	315	1	3	1	24	26	22
tM(CAU)J2	X	422937	423009	+	73	0	0	0	0	0	0
YJL006C	X	423138	424109	-	972	97	103	98	396	431	416
tL(UAA)J	X	424432	424515	-	84	1	0	0	3	2	0
YJL005W	X	425157	431237	+	6081	2390	2436	2464	1156	1156	1110
YJL004C	X	431589	432200	-	612	230	239	227	540	519	514
YJL003W	X	432644	433000	+	357	81	60	63	156	146	163
YJL002C	X	433221	434651	-	1431	2502	2544	2593	2630	2617	2587
YJL001W	X;X	435163;435344	435227;435926	+;+	648	1135	1158	1027	1527	1560	1514
YJR001W	X	436802	438610	+	1809	1701	1758	1668	1065	1040	1066
YJR002W	X	438865	440646	+	1782	204	186	216	705	641	671
YJR003C	X	440994	442553	-	1560	113	92	120	289	323	292
YJR004C	X	442909	444861	-	1953	340	309	316	378	374	344
YJR005W	X	445923	448025	+	2103	372	364	341	461	492	444
YJR005C-A	X	448477	448758	-	282	6	8	4	17	16	9
YJR006W	X	449202	450665	+	1464	326	331	315	483	536	480
YJR007W	X	451020	451934	+	915	439	472	474	453	483	458
YJR008W	X	452430	453446	+	1017	431	446	450	543	481	505
YJR009C	X	453683	454681	-	999	5351	5167	5019	5689	5726	5581
YJR010W	X	456239	457774	+	1536	272	288	245	602	587	586
YJR010C-A	X	458077	458361	-	285	88	81	84	229	221	236
YJR011C	X	458641	459426	-	786	43	62	44	252	262	251
YJR012C	X	459795	460418	-	624	152	144	145	527	510	537
YJR013W	X	460382	461593	+	1212	349	357	308	534	610	513
YJR014W	X	461829	462425	+	597	308	290	285	740	790	703
YJR015W	X	462721	464253	+	1533	1495	1470	1443	1118	1105	1153
YJR016C	X	464451	466208	-	1758	2132	2111	2097	1975	1966	1952
YJR017C	X	466521	467033	-	513	245	226	189	254	270	260
YJR018W	X	466786	467148	+	363	6	15	8	32	31	37
YJR019C	X	467232	468281	-	1050	1072	1083	1042	627	630	663
YJR020W	X	468001	468333	+	333	4	3	4	4	7	3
YJR021C	X;X	468555;469264	469183;469579	-;-	945	327	294	334	304	275	268
YJR022W	X	469784	470113	+	330	1	1	2	7	7	4
YJR023C	X	469804	470205	-	402	3	3	1	5	4	6
YJR024C	X	470230	470964	-	735	459	485	462	540	503	501
YJR025C	X	471138	471671	-	534	235	228	235	239	227	229
YJR027W	X	472760	478028	+	5269	27	19	34	25	36	21
YJR026W	X	472760	474082	+	1323	0	0	0	0	0	0
YJR028W	X	478344	479666	+	1323	0	0	0	0	0	0
YJR029W	X	478344	483612	+	5269	1	0	4	3	6	5
YJR030C	X	483959	486196	-	2238	155	168	153	189	182	157
YJR031C	X	486586	490812	-	4227	271	305	277	475	462	427
YJR032W	X	491081	492262	+	1182	74	74	49	194	208	212
YJR033C	X	492378	496451	-	4074	425	421	460	372	380	312
YJR034W	X	496683	497009	+	327	48	41	41	104	110	102
YJR035W	X	497355	500612	+	3258	259	284	273	429	429	425
YJR036C	X	500713	503391	-	2679	154	140	156	143	151	134
YJR037W	X	503102	503485	+	384	3	6	2	3	9	11
YJR038C	X	503710	504072	-	363	36	29	25	29	22	23
YJR039W	X	503936	507301	+	3366	324	390	348	342	351	320
YJR040W	X	507746	510085	+	2340	458	440	410	253	247	247
YJR041C	X	510239	513763	-	3525	149	174	165	284	319	295
YJR042W	X	514055	516289	+	2235	419	380	376	430	494	455
YJR043C	X	516461	517513	-	1053	49	53	36	112	106	108
tM(CAU)J3	X	517813	517884	-	72	0	0	0	0	0	0
YJR044C	X	518763	519185	-	423	351	354	316	323	311	360
YJR045C	X	519638	521602	-	1965	3635	3703	3548	3175	3182	3145
YJR046W	X	522048	523862	+	1815	673	662	649	647	716	667
tS(AGA)J	X	524012	524093	-	82	3	0	2	2	6	4
YJR047C	X	524908	525381	-	474	46	55	48	83	85	69
YJR048W	X	526335	526664	+	330	33	36	34	99	138	128
YJR049C	X	526884	528476	-	1593	311	294	264	191	210	200
YJR050W	X	528697	529404	+	708	85	86	78	196	162	203
YJR051W	X	529861	531366	+	1506	290	246	244	492	466	449
tG(GCC)J2	X	531828	531898	+	71	2	1	0	0	0	0
YJR052W	X	532062	533759	+	1698	118	103	112	314	321	316
YJR053W	X	534027	535751	+	1725	67	57	71	167	161	192
YJR054W	X	536056	537549	+	1494	104	92	94	151	152	147
tR(CCU)J	X	538555	538626	+	72	5	4	0	7	6	7
YJR055W	X	538772	539266	+	495	29	21	19	96	99	105
tD(GUC)J4	X	541508	541579	+	72	1	1	1	1	2	0
YJR056C	X	541792	542502	-	711	130	102	116	308	319	321
tY(GUA)J2	X;X	542956;543006	542991;543044	-;-	75	0	1	0	1	2	0
YJR057W	X	544062	544712	+	651	105	96	100	310	322	260
YJR058C	X	544732	545175	-	444	387	376	347	609	557	583
YJR059W	X	545787	548243	+	2457	3412	3463	3357	1505	1515	1555
YJR060W	X	548759	549814	+	1056	373	380	361	355	372	334
YJR061W	X	550511	553318	+	2808	581	605	571	383	424	400
YJR062C	X	553476	554849	-	1374	447	468	455	607	589	477
YJR063W	X	555195	555572	+	378	78	73	83	199	242	204
YJR064W	X	555914	557602	+	1689	1294	1227	1268	734	749	726
YJR065C	X	557809	559158	-	1350	2024	2095	1933	1028	1040	1050
YJR066W	X	559416	566828	+	7413	1385	1382	1369	1216	1215	1214
YJR067C	X	567019	567444	-	426	36	23	25	96	102	87
YJR068W	X	567643	568704	+	1062	192	197	174	355	377	334
YJR069C	X	568806	569399	-	594	148	171	141	310	315	274
YJR070C	X	569621	570598	-	978	166	141	130	214	219	214
YJR071W	X	570405	570773	+	369	3	4	2	20	13	14
YJR072C	X	570967	572124	-	1158	272	309	292	1011	1048	991
YJR073C	X	572315	572935	-	621	1609	1547	1560	625	624	658
YJR074W	X	573095	573751	+	657	279	257	265	268	246	239
YJR075W	X	573981	575171	+	1191	654	655	625	637	633	610
YJR076C	X	575354	576601	-	1248	521	586	583	836	765	793
YJR077C	X	577255	578190	-	936	2916	2755	2848	1479	1566	1476
YJR078W	X	578860	580221	+	1362	356	361	367	180	158	143
YJR079W	X;X	580205;581053	580347;581239	+;+	330	4	2	0	8	15	17
YJR080C	X	580432	581616	-	1185	258	238	230	359	340	360
YJR082C	X	581914	582255	-	342	85	84	76	235	265	258
YJR083C	X	582608	583537	-	930	140	129	144	297	293	320
YJR084W	X	583733	585004	+	1272	257	223	240	403	419	436
YJR085C	X	585120	585437	-	318	1015	1010	986	1875	1847	1910
YJR086W	X	586068	586400	+	333	153	149	113	576	568	559
YJR087W	X	586400	586750	+	351	4	11	5	38	44	27
YJR088C	X	586495	587373	-	879	268	271	264	624	626	631
YJR089W	X	587718	590582	+	2865	271	299	269	591	520	551
YJR090C	X	590872	594327	-	3456	649	652	664	715	751	697
YJR091C	X	595061	598336	-	3276	2509	2537	2451	1428	1535	1398
YJR092W	X	598735	603078	+	4344	335	371	301	490	475	500
YJR093C	X	603220	604203	-	984	163	179	172	215	216	188
YJR094C	X	604569	605651	-	1083	56	58	38	195	200	180
IRT1	X	605936	607424	-	1489	35	27	37	103	112	109
YJR094W-A	X;X	608305;608582	608306;608858	+;+	279	734	704	711	3046	3084	3000
YJR095W	X	609773	610741	+	969	52	50	64	115	115	92
YJR096W	X	611195	612043	+	849	673	762	763	936	867	889
YJR097W	X	612413	612931	+	519	8	10	8	104	114	118
YJR098C	X	613186	615156	-	1971	87	105	110	151	173	167
YJR099W	X	615576	616286	+	711	100	139	121	235	265	247
YJR100C	X	616351	617334	-	984	175	184	175	385	404	431
tL(UAG)J	X;X	617919;617976	617956;618019	+;+	82	0	0	0	3	0	0
YJR101W	X	618234	619034	+	801	159	136	132	398	375	402
YJR102C	X	619157	619765	-	609	108	101	82	284	286	312
YJR103W	X	620754	622490	+	1737	1630	1591	1572	728	723	730
YJR104C	X	622550	623014	-	465	5871	5925	5706	1798	1885	1835
YJR105W	X	623581	624603	+	1023	3903	3892	3701	2851	2945	2823
YJR106W	X	624838	627015	+	2178	615	564	556	422	498	471
YJR107W	X	627340	628326	+	987	314	278	304	289	280	261
YJR108W	X	628712	629083	+	372	18	23	26	52	50	38
YJR109C	X	629585	632941	-	3357	423	416	429	669	662	679
YJR110W	X	633615	635681	+	2067	420	373	408	687	642	608
YJR111C	X	635855	636706	-	852	75	67	51	83	76	80
YJR112W	X	637030	637635	+	606	37	41	42	134	129	117
YJR112W-A	X;X	637790;637859	637809;638168	+;+	330	243	248	248	427	459	387
YJR113C	X	638232	638975	-	744	290	271	259	181	153	166
YJR114W	X	638659	639051	+	393	6	9	9	4	8	7
YJR115W	X	639942	640451	+	510	622	573	604	431	389	370
YJR116W	X	640825	641664	+	840	433	453	446	498	549	532
YJR117W	X	642007	643368	+	1362	1650	1650	1656	1497	1591	1532
YJR118C	X	643490	644101	-	612	89	89	91	154	162	135
YJR119C	X	644304	646490	-	2187	172	164	168	218	234	194
YJR120W	X	647126	647476	+	351	253	251	275	168	170	188
YJR121W	X	647607	649142	+	1536	5014	5087	4886	2958	2983	2948
YJR122W	X	649776	651269	+	1494	140	153	144	402	405	400
YJR123W	X	651901	652578	+	678	4493	4537	4423	5279	5525	5187
YJR124C	X	652892	654238	-	1347	138	140	151	197	222	177
YJR125C	X	654737	655963	-	1227	880	869	856	563	561	551
YJR126C	X	656254	658689	-	2436	845	790	841	691	667	682
YJR127C	X	658917	663059	-	4143	1391	1372	1373	748	756	731
YJR128W	X	662921	663280	+	360	12	32	25	21	12	22
snR3	X	663749	663942	+	194	332	323	322	2773	2836	2719
YJR129C	X	664000	665019	-	1020	60	55	52	4426	4474	4377
YJR130C	X	665218	667137	-	1920	237	258	260	1010	979	975
YJR131W	X	667644	669293	+	1650	232	232	237	231	189	260
YJR132W	X	669522	672668	+	3147	618	610	570	675	693	673
YJR133W	X	672991	673620	+	630	165	160	157	175	195	182
YJR134C	X	673729	675852	-	2124	270	242	258	457	484	411
YJR135C	X	676059	676778	-	720	24	23	34	101	132	110
YJR135W-A	X	676971	677234	+	264	45	52	65	186	214	227
YJR136C	X	677441	678706	-	1266	90	85	98	184	226	196
YJR137C	X	678957	683285	-	4329	704	679	707	893	891	875
YJR138W	X	684567	689321	+	4755	639	675	667	1088	1160	1032
YJR139C	X	689445	690524	-	1080	2293	2204	2308	3055	3028	2919
YJR140C	X	690750	695696	-	4947	292	291	279	499	495	485
YJR140W-A	X	690961	691110	+	150	0	0	0	0	0	0
YJR141W	X	695906	696949	+	1044	72	77	75	201	196	214
YJR142W	X	697141	698169	+	1029	204	172	184	285	321	281
YJR143C	X	698326	700614	-	2289	1876	2001	1901	1430	1407	1361
YJR144W	X	700882	701691	+	810	275	276	254	426	401	360
YJR145C	X;X	702027;703055	702798;703068	-;-	786	1177	1202	1133	1385	1417	1393
YJR146W	X	703885	704238	+	354	48	56	55	40	49	53
YJR147W	X	704196	705272	+	1077	261	279	255	243	255	252
YJR148W	X	705744	706874	+	1131	717	658	636	286	325	304
YJR149W	X	707160	708374	+	1215	142	168	145	89	90	108
YJR150C	X	708811	709707	-	897	7	4	7	9	12	7
YJR151C	X	712255	715740	-	3486	237	258	256	249	253	209
YJR151W-A	X	717580	717630	+	51	4	2	0	5	1	3
YJR152W	X	719666	721297	+	1632	83	60	72	95	98	105
YJR153W	X	722815	723900	+	1086	57	55	42	70	82	75
YJR154W	X	725784	726824	+	1041	55	41	54	70	77	58
YJR155W	X	727405	728271	+	867	122	93	83	132	142	133
YJR156C	X	728574	729596	-	1023	3	6	5	15	16	10
YJR157W	X	730515	730877	+	363	1	0	0	0	1	2
YJR158W	X	732440	734143	+	1704	0	0	0	1	0	1
YJR159W	X	736044	737117	+	1074	2	0	1	2	1	0
YJR160C	X	738008	739816	-	1809	3	6	3	9	12	7
YJR161C	X	742848	743999	-	1152	20	14	14	24	22	23
YJR162C	X	744911	745261	-	351	0	0	1	0	0	0
YKL225W	XI	451	798	+	348	1	0	1	1	1	2
YKL224C	XI	1810	2181	-	372	0	0	0	0	0	0
YKL223W	XI	2389	2721	+	333	0	0	0	0	0	0
YKL222C	XI	3503	5620	-	2118	48	51	45	121	156	137
YKL221W	XI	6107	7528	+	1422	13	12	13	44	41	53
YKL220C	XI	9091	11226	-	2136	117	136	109	123	140	146
YKL219W	XI	14485	15708	+	1224	248	258	252	331	310	314
YKL218C	XI	17359	18339	-	981	209	211	223	194	205	204
YKL217W	XI	22234	24084	+	1851	501	516	511	325	377	335
YKL216W	XI	25215	26159	+	945	903	855	807	822	820	865
YKL215C	XI	26827	30687	-	3861	503	503	531	458	477	436
YKL214C	XI	31082	31693	-	612	158	118	142	212	200	202
YKL213C	XI	31960	34107	-	2148	865	889	881	560	551	544
YKL212W	XI	34543	36414	+	1872	1033	977	990	749	756	768
YKL211C	XI	36699	38153	-	1455	959	991	900	663	656	654
snR64	XI	38811	38911	+	101	1131	1154	1135	5532	5615	5559
YKL210W	XI	39163	42237	+	3075	5260	5154	5076	2986	3149	2901
YKL209C	XI	42423	46295	-	3873	1154	1072	1111	1387	1391	1332
tT(CGU)K	XI	46735	46806	-	72	15	19	21	23	25	17
YKL208W	XI	47157	47972	+	816	170	133	144	389	367	433
YKL207W	XI	48194	48955	+	762	1308	1363	1260	1178	1246	1162
YKL206C	XI	49006	49809	-	804	235	277	278	347	343	325
YKL205W	XI	50051	53353	+	3303	327	270	292	408	475	422
YKL204W	XI	53704	55602	+	1899	250	237	242	150	150	134
YKL203C	XI	55935	63359	-	7425	1399	1376	1387	1287	1373	1318
YKL202W	XI	63821	64402	+	582	9	13	17	30	24	32
YKL201C	XI	63930	67466	-	3537	465	473	481	862	908	877
YKL198C	XI	68232	70220	-	1989	795	759	723	664	744	672
YKL197C	XI	70734	73865	-	3132	366	378	378	479	570	484
tN(GUU)K	XI	74624	74697	+	74	7	3	7	14	8	6
YKL196C	XI	74932	75534	-	603	469	478	466	1043	1053	1050
YKL195W	XI	75821	77032	+	1212	492	514	489	1182	1214	1168
YKL194C	XI	77258	78646	-	1389	237	218	235	296	288	295
YKL193C	XI	78866	79882	-	1017	444	411	424	627	658	646
YKL192C	XI	80160	80537	-	378	1273	1215	1221	1684	1666	1668
YKL191W	XI	81035	82639	+	1605	335	370	357	336	370	363
YKL190W	XI;XI	82947;83075	82998;83550	+;+	528	526	490	488	760	714	684
tL(UAA)K	XI	84208	84291	+	84	0	0	0	0	0	0
YKL189W	XI	84704	85903	+	1200	191	204	196	299	256	246
YKL188C	XI	86225	88786	-	2562	149	147	142	194	219	191
YKL187C	XI	89284	91536	-	2253	325	381	327	198	197	213
YKL186C	XI	92744	93298	-	555	174	179	172	306	299	269
YKL185W	XI	94499	96265	+	1767	308	296	297	530	559	521
YKL184W	XI	96757	98157	+	1401	638	613	556	559	590	548
YKL183C-A	XI	98395	98607	-	213	5	6	7	20	11	11
YKL183W	XI	98721	99641	+	921	194	209	182	306	311	317
YKL182W	XI	100671	106826	+	6156	7843	7747	7790	8801	8888	8690
YKL181W	XI	107316	108599	+	1284	517	530	521	1031	1021	976
YKL180W	XI;XI	109269;109884	109577;110129	+;+	555	1268	1363	1281	1854	1878	1857
YKL179C	XI	110464	112503	-	2040	433	464	481	679	755	704
YKL178C	XI	113215	114627	-	1413	42	42	55	128	112	122
YKL177W	XI	114356	114694	+	339	0	1	0	2	5	3
YKL176C	XI	115500	117986	-	2487	1280	1263	1270	1199	1199	1207
YKL175W	XI	118793	120304	+	1512	1905	1853	1867	1578	1680	1571
YKL174C	XI	120380	122236	-	1857	517	485	487	368	347	345
YKL173W	XI	122517	125543	+	3027	367	309	315	347	336	306
YKL172W	XI	125759	127042	+	1284	42	54	46	825	843	804
YKL171W	XI	127475	130261	+	2787	667	636	665	677	630	644
YKL170W	XI	130634	131050	+	417	7	8	8	10	13	8
YKL169C	XI	130685	131068	-	384	3	4	1	7	4	2
YKL168C	XI	131288	133462	-	2175	476	513	497	308	309	299
YKL167C	XI	133721	134134	-	414	86	79	91	176	193	199
YKL166C	XI	134509	135705	-	1197	166	181	173	401	413	406
YKL165C-A	XI	135790	136023	-	234	13	11	11	33	42	35
YKL165C	XI	137932	140691	-	2760	408	387	367	421	398	414
tE(UUC)K	XI	141018	141089	-	72	9	4	2	4	8	2
YKL164C	XI	141794	142819	-	1026	2844	2792	2772	1473	1554	1444
YKL163W	XI	144401	145378	+	978	594	585	590	303	352	349
YKL162C-A	XI	145922	146074	-	153	17	19	15	14	10	14
YKL162C	XI	147630	148838	-	1209	70	81	56	94	114	92
YKL161C	XI	149386	150687	-	1302	155	153	173	110	123	78
YKL160W	XI	153269	153706	+	438	389	351	357	781	715	724
YKL159C	XI	153816	154451	-	636	130	154	131	158	162	141
YKL157W	XI;XI	154991;155655	155271;158232	+;+	2859	1880	1698	1653	1364	1337	1362
YKL156W	XI;XI	158613;158967	158615;159212	+;+	249	105	110	109	321	322	346
YKL156C-A	XI	158975	159091	-	117	0	0	0	0	0	0
YKL155C	XI	159456	161342	-	1887	152	139	145	260	271	283
YKL154W	XI	161601	162335	+	735	99	131	111	233	242	223
tR(UCU)K	XI	162487	162558	-	72	1	7	4	7	10	14
YKL153W	XI	163600	164109	+	510	177	163	192	63	91	64
YKL152C	XI	163642	164385	-	744	7758	7840	7380	3155	3286	3174
YKL151C	XI	164917	165930	-	1014	2456	2360	2368	2755	2755	2724
YKL150W	XI	166544	167452	+	909	3624	3664	3388	3540	3651	3442
YKL149C	XI	167612	168829	-	1218	197	166	185	380	381	367
YKL148C	XI	169207	171129	-	1923	2429	2452	2460	673	691	654
YKL147C	XI	171551	172168	-	618	15	7	8	7	8	5
YKL146W	XI	171783	173861	+	2079	1612	1644	1558	877	950	887
YKL145W	XI	174213	175616	+	1404	1507	1507	1491	1526	1623	1583
YKL145W-A	XI	174958	175050	+	93	0	0	0	0	0	0
YKL144C	XI	175843	176481	-	639	65	79	89	206	181	162
YKL143W	XI	176781	178172	+	1392	72	56	57	693	703	688
YKL142W	XI	178515	179174	+	660	988	959	945	1078	1010	1077
YKL141W	XI	179667	180263	+	597	1372	1534	1388	1642	1650	1563
YKL140W	XI	180779	182425	+	1647	690	664	710	564	581	542
YKL139W	XI	182958	184544	+	1587	178	156	176	228	242	215
YKL138C-A	XI	184803	185012	-	210	61	91	57	236	252	228
YKL138C	XI	185286	185681	-	396	63	62	80	200	217	207
YKL137W	XI	185957	186292	+	336	47	53	50	169	181	184
YKL136W	XI	186416	186814	+	399	4	3	7	8	23	25
YKL135C	XI	186460	188640	-	2181	538	496	478	642	615	638
YKL134C	XI	189124	191442	-	2319	385	392	379	604	630	572
YKL133C	XI	191679	193070	-	1392	197	203	205	364	334	392
YKL132C	XI	193574	194866	-	1293	73	77	89	92	83	81
YKL131W	XI	194478	194999	+	522	2	3	3	18	11	7
YKL130C	XI	195288	196028	-	741	227	204	200	295	355	303
YKL129C	XI	196349	200167	-	3819	1343	1415	1325	865	883	903
YKL128C	XI	200884	201771	-	888	514	509	526	552	624	554
tK(CUU)K	XI	202999	203071	+	73	1	1	1	1	5	3
YKL127W	XI	203541	205253	+	1713	1090	1053	1041	537	558	524
YKL126W	XI	205707	207749	+	2043	1504	1530	1553	951	936	962
YKL125W	XI	208247	210130	+	1884	313	297	285	630	615	672
YKL124W	XI	210593	212332	+	1740	439	397	433	418	430	384
YKL123W	XI	212043	212423	+	381	2	7	5	7	3	6
YKL122C	XI	212495	212998	-	504	144	150	162	845	838	787
YKL121W	XI	214142	216700	+	2559	479	488	473	450	463	434
YKL120W	XI	217344	218318	+	975	183	187	189	370	374	288
YKL119C	XI	218570	219217	-	648	93	76	65	175	171	170
YKL118W	XI	219126	219437	+	312	0	2	3	10	13	8
tA(AGC)K1	XI	219895	219967	+	73	0	0	0	0	0	0
YKL117W	XI	220324	220974	+	651	2043	2068	2031	2060	1958	1985
YKL116C	XI	221344	222900	-	1557	307	289	288	249	256	222
YKL115C	XI	222893	223285	-	393	18	15	24	43	58	39
YKL114C	XI	223352	224455	-	1104	230	220	208	423	437	423
YKL113C	XI	224727	225875	-	1149	168	144	173	323	339	307
YKL112W	XI	226570	228765	+	2196	543	505	509	805	800	785
YKL111C	XI	228464	228799	-	336	0	2	1	3	2	2
YKL110C	XI	228939	229880	-	942	46	67	69	142	168	141
YKL109W	XI	232227	233891	+	1665	153	159	155	128	112	123
YKL108W	XI	234426	235787	+	1362	61	71	51	85	89	102
YKL107W	XI	236141	237070	+	930	152	160	127	100	120	97
YKL106C-A	XI	237147	237266	-	120	21	20	19	17	22	9
YKL106W	XI	237536	238891	+	1356	217	250	242	316	324	301
YKL105C	XI	239185	242583	-	3399	532	561	567	334	362	343
YKL104C	XI	243220	245373	-	2154	1649	1628	1658	1061	1148	1102
YKL103C	XI	246138	247682	-	1545	1689	1740	1561	650	653	611
YKL102C	XI	248062	248367	-	306	16	16	6	29	31	38
YKL101W	XI	248920	253476	+	4557	704	714	734	662	648	694
YKL100C	XI	253697	255460	-	1764	1615	1649	1575	891	944	903
YKL100W-A	XI	254159	254248	+	90	0	0	0	0	0	0
YKL099C	XI	255720	256472	-	753	39	38	19	282	283	274
YKL098W	XI	256770	257843	+	1074	399	374	413	328	335	336
YKL097C	XI	258503	258913	-	411	8	10	14	11	13	7
YKL096C-B	XI	259073	259222	-	150	25	30	21	37	43	31
YKL096W-A	XI	259253	259531	+	279	7195	7162	6969	7185	7383	7244
YKL096W	XI	261132	261851	+	720	24508	24124	23826	5341	5608	5357
YKL095W	XI	262277	263113	+	837	128	116	119	206	204	235
YKL094W	XI	263349	264290	+	942	1370	1357	1272	1137	1150	1121
YKL093W	XI	264789	265808	+	1020	690	699	739	457	468	467
YKL092C	XI	266145	269459	-	3315	236	243	250	337	309	319
YKL091C	XI	269718	270650	-	933	935	925	923	427	458	408
YKL090W	XI	271878	273209	+	1332	246	244	253	231	228	243
YKL089W	XI	273394	275043	+	1650	146	132	150	332	343	358
YKL088W	XI	275283	276998	+	1716	365	344	369	432	476	419
YKL087C	XI	277189	277863	-	675	247	212	191	332	331	296
YKL086W	XI	278281	278664	+	384	62	63	53	29	34	30
YKL085W	XI	279123	280127	+	1005	1886	1873	1896	948	954	949
YKL084W	XI	280509	280859	+	351	45	57	58	131	120	112
YKL083W	XI	280921	281535	+	615	5	3	4	10	8	8
YKL082C	XI	281025	282329	-	1305	40	29	34	636	636	659
YKL081W	XI;XI	282891;283422	283095;284455	+;+	1239	3312	3093	3092	2274	2370	2264
snR38	XI	283185	283279	+	95	58	75	62	511	614	630
YKL080W	XI	285030	286208	+	1179	1175	1185	1204	874	828	794
YKL079W	XI	286603	288573	+	1971	233	212	203	276	242	261
YKL078W	XI	288845	291052	+	2208	22	27	27	101	108	116
YKL077W	XI	291453	292631	+	1179	679	687	650	752	722	740
YKL076C	XI	292838	293221	-	384	14	23	7	28	29	28
YKL075C	XI	292956	294308	-	1353	120	101	126	287	308	296
YKL074C	XI	294610	296193	-	1584	233	248	251	353	392	360
YKL073W	XI	296430	299075	+	2646	594	574	588	673	697	648
YKL072W	XI	299582	301882	+	2301	239	224	215	472	471	437
tW(CCA)K	XI;XI	302918;302988	302953;303023	+;+	72	0	2	1	6	8	10
YKL071W	XI	305114	305884	+	771	244	175	183	176	176	159
YKL070W	XI	306211	306720	+	510	199	204	193	187	194	188
YKL069W	XI	307285	307827	+	543	69	75	46	207	203	226
tV(AAC)K1	XI	308144	308217	-	74	0	1	0	1	2	0
YKL068W-A	XI	309206	309442	+	237	89	92	76	337	303	287
YKL068W	XI	310199	313078	+	2880	459	438	423	351	377	384
tH(GUG)K	XI	313401	313472	-	72	1	0	0	6	1	4
YKL067W	XI	314812	315273	+	462	1139	1120	1148	955	1029	888
YKL066W	XI	315281	315724	+	444	131	108	111	214	222	223
YKL065W-A	XI	315954	316175	+	222	16	12	14	47	44	34
YKL065C	XI	316437	317057	-	621	1194	1252	1141	1974	2023	1886
YKL064W	XI	317764	320673	+	2910	930	923	961	959	962	919
YKL063C	XI	321015	321518	-	504	100	92	99	247	246	256
YKL062W	XI	323228	325120	+	1893	332	309	340	421	465	472
YKL061W	XI	325771	326112	+	342	54	74	46	174	165	183
YKL060C	XI	326408	327487	-	1080	44145	44211	43120	23441	24110	22615
YKL059C	XI	328118	329443	-	1326	430	423	427	773	816	840
YKL058W	XI	330166	330534	+	369	271	273	257	274	244	254
YKL057C	XI	330856	333969	-	3114	601	626	642	756	755	768
YKL056C	XI	334412	334915	-	504	4672	4579	4610	5313	5538	5243
YKL055C	XI	335321	336157	-	837	94	75	83	302	330	310
